stop_id,trip_id,planned_time,real_time,delay_minutes,collected_at,operator,transport_type,route_id,route_short_name
200417050,1|15282|3|82|7092025,2025-09-07 13:20:00,2025-09-07 13:20:00,0.0,2025-09-07 13:00:08,Régime Général des Transports Routiers,Bus,3597,456
200404001,1|23562|0|82|14082025,2025-08-14 11:12:00,2025-08-14 11:12:00,0.0,2025-08-14 11:01:34,Ville de Luxembourg - Service Autobus,Bus,1967,29
220902019,1|14219|1|82|28082025,2025-08-28 18:04:00,2025-08-28 18:13:00,9.0,2025-08-28 18:01:57,Régime Général des Transports Routiers,Bus,320,13
200403001,1|15558|0|82|11092025,2025-09-11 11:27:00,2025-09-11 11:27:00,0.0,2025-09-11 11:02:38,Ville de Luxembourg - Service Autobus,Bus,278,8
200504006,1|12656|3|82|1092025,2025-09-01 13:07:00,2025-09-01 13:10:00,3.0,2025-09-01 13:04:15,Régime Général des Transports Routiers,Bus,2760,311
221301006,1|9098|0|82|10092025,2025-09-10 16:15:00,2025-09-10 16:19:00,4.0,2025-09-10 16:17:15,Régime Général des Transports Routiers,Bus,2781,606
220301032,1|6933|3|82|1082025,2025-08-01 18:32:00,2025-08-01 18:34:00,2.0,2025-08-01 18:16:23,Régime Général des Transports Routiers,Bus,3217,631
200420009,1|19719|0|82|30082025,2025-08-30 12:33:00,2025-08-30 12:34:00,1.0,2025-08-30 12:31:12,Ville de Luxembourg - Service Autobus,Bus,257,10
150305002,1|17858|1|82|23082025,2025-08-23 16:59:00,2025-08-23 16:59:00,0.0,2025-08-23 16:45:55,Régime Général des Transports Routiers,Bus,3425,K12
150601001,1|4353|3|82|6082025,2025-08-06 16:00:00,2025-08-06 16:02:00,2.0,2025-08-06 15:46:09,Régime Général des Transports Routiers,Bus,2073,121
220902018,1|30712|0|82|25082025,2025-08-25 14:03:00,2025-08-25 14:03:00,0.0,2025-08-25 13:17:10,TICE,Bus,981,1
200412013,1|742|0|82|11082025,2025-08-11 20:52:00,2025-08-11 20:52:00,0.0,2025-08-11 20:32:10,Ville de Luxembourg - Service Autobus,Bus,260,13
200405005,1|19645|2|82|16082025,2025-08-16 13:53:00,2025-08-16 13:53:00,0.0,2025-08-16 13:30:04,Régime Général des Transports Routiers,Bus,257,10
140702010,1|7984|5|82|6082025,2025-08-06 14:32:00,2025-08-06 14:32:00,0.0,2025-08-06 13:48:56,Régime Général des Transports Routiers,Bus,3743,114
201001003,1|350|0|82|8082025,2025-08-08 17:20:00,2025-08-08 17:20:00,0.0,2025-08-08 17:00:47,Ville de Luxembourg - Service Autobus,Bus,258,11
200412028,1|4635|1|82|19082025,2025-08-19 22:10:00,2025-08-19 22:10:00,0.0,2025-08-19 22:00:24,Ville de Luxembourg - Service Autobus,Bus,265,18
200419026,1|4718|16|82|25082025,2025-08-25 11:40:00,2025-08-25 11:40:00,0.0,2025-08-25 11:30:13,Ville de Luxembourg - Service Autobus,Bus,267,2
200406019,1|2958|19|82|13082025,2025-08-13 15:50:00,2025-08-13 15:50:00,0.0,2025-08-13 15:30:16,Ville de Luxembourg - Service Autobus,Bus,366,25
221301004,1|16129|0|82|4092025,2025-09-04 21:17:00,2025-09-04 21:19:00,2.0,2025-09-04 21:17:05,TICE,Bus,983,3
150606003,1|13397|3|82|2092025,2025-09-02 16:10:00,2025-09-02 16:15:00,5.0,2025-09-02 16:03:07,Régime Général des Transports Routiers,Bus,3171,120
200412018,1|5271|12|82|2082025,2025-08-02 22:15:00,2025-08-02 22:19:00,4.0,2025-08-02 22:00:09,Régime Général des Transports Routiers,Bus,2438,605
200402003,1|6177|1|82|27082025,2025-08-27 12:28:00,2025-08-27 12:28:00,0.0,2025-08-27 12:15:27,Ville de Luxembourg - Service Autobus,Bus,273,3
220803025,1|10365|1|82|30082025,2025-08-30 16:26:00,2025-08-30 16:27:00,1.0,2025-08-30 16:18:53,TICE,Bus,322,17
200420012,1|7005|0|82|2082025,2025-08-02 10:10:00,2025-08-02 10:15:00,5.0,2025-08-02 10:01:20,Régime Général des Transports Routiers,Bus,275,5
200421006,1|9419|0|82|29082025,2025-08-29 20:19:00,2025-08-29 20:19:00,0.0,2025-08-29 20:02:19,Ville de Luxembourg - Service Autobus,Bus,3646,33
200415003,1|28921|0|82|2092025,2025-09-02 11:00:00,2025-09-02 11:13:00,13.0,2025-09-02 11:00:18,Régime Général des Transports Routiers,Bus,3040,602
200405005,1|5606|8|82|11092025,2025-09-11 17:19:00,2025-09-11 17:20:00,1.0,2025-09-11 17:00:04,Ville de Luxembourg - Service Autobus,Bus,257,10
220201011,1|4129|1|82|13082025,2025-08-13 23:24:00,2025-08-13 23:24:00,0.0,2025-08-13 23:19:17,TICE,Bus,982,2
220203001,1|15729|0|82|9092025,2025-09-09 19:36:00,2025-09-09 19:40:00,4.0,2025-09-09 19:19:41,TICE,Bus,321,14
150304001,1|14700|1|82|30082025,2025-08-30 16:20:00,2025-08-30 16:20:00,0.0,2025-08-30 15:47:12,Régime Général des Transports Routiers,Bus,3236,901
200403018,1|7126|1|82|13082025,2025-08-13 13:01:00,2025-08-13 13:02:00,1.0,2025-08-13 13:00:29,Régime Général des Transports Routiers,Bus,3230,821
120903008,1|11261|1|82|30082025,2025-08-30 12:03:00,2025-08-30 12:10:00,7.0,2025-08-30 12:02:04,Régime Général des Transports Routiers,Bus,2223,160
220301032,1|11180|1|82|4092025,2025-09-04 11:09:00,2025-09-04 11:13:00,4.0,2025-09-04 11:16:25,Régime Général des Transports Routiers,Bus,3217,631
221303007,1|10396|0|82|2082025,2025-08-02 18:04:00,2025-08-02 18:04:00,0.0,2025-08-02 18:03:45,TICE,Bus,320,13
200419025,1|6400|3|82|30072025,2025-07-30 13:00:00,2025-07-30 13:02:00,2.0,2025-07-30 13:02:48,Ville de Luxembourg - Service Autobus,Bus,267,2
200405020,1|4521|0|82|27082025,2025-08-27 06:05:00,2025-08-27 06:05:00,0.0,2025-08-27 06:00:01,Ville de Luxembourg - Service Autobus,Bus,257,10
220803025,1|5450|1|82|13082025,2025-08-13 16:56:00,2025-08-13 16:56:00,0.0,2025-08-13 16:18:27,Régime Général des Transports Routiers,Bus,322,17
200506002,1|5616|0|82|15092025,2025-09-15 07:03:00,2025-09-15 07:03:00,0.0,2025-09-15 06:47:42,Régime Général des Transports Routiers,Bus,2423,321
200704003,1|3599|1|82|26072025,2025-07-26 22:15:00,2025-07-26 22:15:00,0.0,2025-07-26 22:17:25,Régime Général des Transports Routiers,Bus,2964,324
200415002,1|21093|0|82|28082025,2025-08-28 19:26:00,2025-08-28 19:29:00,3.0,2025-08-28 19:30:18,Ville de Luxembourg - Service Autobus,Bus,272,24
220301078,1|12880|0|82|9082025,2025-08-09 14:47:00,2025-08-09 14:47:00,0.0,2025-08-09 14:33:55,TICE,Bus,985,5
200417030,1|14948|1|82|11092025,2025-09-11 17:57:00,2025-09-11 18:00:00,3.0,2025-09-11 18:02:15,Ville de Luxembourg - Service Autobus,Bus,366,25
200305002,1|12718|0|82|29082025,2025-08-29 11:24:00,2025-08-29 11:27:00,3.0,2025-08-29 11:17:02,Régime Général des Transports Routiers,Bus,2767,455
150902005,1|16151|1|82|27082025,2025-08-27 19:26:00,2025-08-27 19:27:00,1.0,2025-08-27 19:19:21,Régime Général des Transports Routiers,Bus,2121,942
200402006,1|17543|0|82|4092025,2025-09-04 14:53:00,2025-09-04 14:53:00,0.0,2025-09-04 14:30:44,Ville de Luxembourg - Service Autobus,Bus,258,11
200405020,1|9890|0|82|1082025,2025-08-01 22:35:00,2025-08-01 22:35:00,0.0,2025-08-01 22:30:01,Ville de Luxembourg - Service Autobus,Bus,259,12
190606002,1|14553|0|82|2092025,2025-09-02 11:12:00,2025-09-02 11:12:00,0.0,2025-09-02 10:49:16,Régime Général des Transports Routiers,Bus,3232,824
200412013,1|3484|15|82|5092025,2025-09-05 11:14:00,2025-09-05 11:14:00,0.0,2025-09-05 11:02:33,Ville de Luxembourg - Service Autobus,Bus,260,13
200422011,1|2959|23|82|1082025,2025-08-01 17:54:00,2025-08-01 17:54:00,0.0,2025-08-01 17:31:29,Ville de Luxembourg - Service Autobus,Bus,279,9
200422006,1|7677|0|82|29082025,2025-08-29 20:54:00,2025-08-29 20:54:00,0.0,2025-08-29 20:33:15,Ville de Luxembourg - Service Autobus,Bus,366,25
220104003,1|13245|1|82|29082025,2025-08-29 23:50:00,2025-08-29 23:50:00,0.0,2025-08-29 23:45:52,Régime Général des Transports Routiers,Bus,3136,611
200404033,1|1613|6|82|1082025,2025-08-01 17:54:00,2025-08-01 17:54:00,0.0,2025-08-01 17:33:56,Ville de Luxembourg - Service Autobus,Bus,267,2
200418001,1|2734|12|82|12092025,2025-09-12 13:43:00,2025-09-12 13:49:00,6.0,2025-09-12 13:31:54,Ville de Luxembourg - Service Autobus,Bus,265,18
190903001,1|10745|1|82|11092025,2025-09-11 07:09:00,2025-09-11 07:09:00,0.0,2025-09-11 07:04:52,Régime Général des Transports Routiers,Bus,3637,850
200412004,1|6847|6|82|22082025,2025-08-22 15:57:00,2025-08-22 15:57:00,0.0,2025-08-22 15:02:42,Ville de Luxembourg - Service Autobus,Bus,275,5
221201007,1|4246|28|82|16092025,2025-09-16 14:31:00,2025-09-16 14:31:00,0.0,2025-09-16 14:19:39,TICE,Bus,985,5
200417004,1|1778|31|82|1082025,2025-08-01 13:44:00,2025-08-01 13:44:00,0.0,2025-08-01 13:30:58,Ville de Luxembourg - Service Autobus,Bus,259,12
221301020,1|12529|0|82|29072025,2025-07-29 16:44:00,2025-07-29 16:44:00,0.0,2025-07-29 16:16:13,TICE,Bus,983,3
200425006,1|8236|0|82|14092025,2025-09-14 19:44:00,2025-09-14 19:46:00,2.0,2025-09-14 19:31:11,Régime Général des Transports Routiers,Bus,269,21
200412023,1|4200|2|82|4092025,2025-09-04 17:20:00,2025-09-04 17:20:00,0.0,2025-09-04 17:02:07,Ville de Luxembourg - Service Autobus,Bus,275,5
190102001,1|17077|6|82|16082025,2025-08-16 18:39:00,2025-08-16 18:41:00,2.0,2025-08-16 18:16:57,Régime Général des Transports Routiers,Bus,3223,711
190102001,1|16928|0|82|4092025,2025-09-04 16:11:00,2025-09-04 16:15:00,4.0,2025-09-04 16:17:09,TICE,Bus,983,3
200405013,1|3350|25|82|5092025,2025-09-05 10:34:00,2025-09-05 10:35:00,1.0,2025-09-05 10:30:04,Ville de Luxembourg - Service Autobus,Bus,270,22
201003004,1|899|3|82|25082025,2025-08-25 11:44:00,2025-08-25 11:45:00,1.0,2025-08-25 11:31:45,Ville de Luxembourg - Service Autobus,Bus,258,11
200415001,1|11841|0|82|13092025,2025-09-13 22:56:00,2025-09-13 22:56:00,0.0,2025-09-13 22:33:51,Ville de Luxembourg - Service Autobus,Bus,262,15
190703003,1|15617|0|82|21082025,2025-08-21 10:20:00,2025-08-21 10:20:00,0.0,2025-08-21 10:17:57,Régime Général des Transports Routiers,Bus,3231,823
200426005,1|2958|16|82|13082025,2025-08-13 14:46:00,2025-08-13 14:46:00,0.0,2025-08-13 14:32:40,Ville de Luxembourg - Service Autobus,Bus,366,25
200507002,1|8306|2|82|11092025,2025-09-11 14:10:00,2025-09-11 14:12:00,2.0,2025-09-11 14:04:13,Régime Général des Transports Routiers,Bus,2423,321
120104002,1|15670|0|82|14082025,2025-08-14 20:26:00,2025-08-14 20:29:00,3.0,2025-08-14 20:16:35,Régime Général des Transports Routiers,Bus,2073,121
200420009,1|8924|1|82|31072025,2025-07-31 16:09:00,2025-07-31 16:12:00,3.0,2025-07-31 16:01:22,Ville de Luxembourg - Service Autobus,Bus,257,10
200419020,1|6819|0|82|26072025,2025-07-26 22:08:00,2025-07-26 22:08:00,0.0,2025-07-26 22:01:55,Ville de Luxembourg - Service Autobus,Bus,278,8
220401001,1|10861|0|82|3082025,2025-08-03 18:41:00,2025-08-03 18:41:00,0.0,2025-08-03 18:15:41,TICE,Bus,983,3
190801005,1|10821|0|82|3082025,2025-08-03 14:31:00,2025-08-03 14:31:00,0.0,2025-08-03 13:33:51,Régime Général des Transports Routiers,Bus,3637,850
200417050,1|8666|0|82|17082025,2025-08-17 16:20:00,2025-08-17 16:20:00,0.0,2025-08-17 16:00:09,Ville de Luxembourg - Service Autobus,Bus,3597,456
140505004,1|12564|0|82|27082025,2025-08-27 22:13:00,2025-08-27 22:13:00,0.0,2025-08-27 22:16:11,Régime Général des Transports Routiers,Bus,2257,250
200508015,1|3356|1|82|16082025,2025-08-16 17:20:00,2025-08-16 17:20:00,0.0,2025-08-16 17:00:34,Ville de Luxembourg - Service Autobus,Bus,276,6
220402034,1|13203|1|82|18082025,2025-08-18 14:30:00,2025-08-18 14:30:00,0.0,2025-08-18 14:30:20,TICE,Bus,981,1
200403020,1|2716|0|82|26082025,2025-08-26 16:39:00,2025-08-26 16:41:00,2.0,2025-08-26 16:30:08,Ville de Luxembourg - Service Autobus,Bus,259,12
200303007,1|8898|3|82|8092025,2025-09-08 23:12:00,2025-09-08 23:12:00,0.0,2025-09-08 23:01:52,Régime Général des Transports Routiers,Bus,2629,423
200406018,1|11084|0|82|3082025,2025-08-03 06:07:00,2025-08-03 06:08:00,1.0,2025-08-03 06:00:37,Ville de Luxembourg - Service Autobus,Bus,261,14
200901003,1|566|1|82|5092025,2025-09-05 19:09:00,2025-09-05 19:09:00,0.0,2025-09-05 19:01:11,Ville de Luxembourg - Service Autobus,Bus,3229,811
200420010,1|6954|0|82|13082025,2025-08-13 19:05:00,2025-08-13 19:06:00,1.0,2025-08-13 19:00:48,Régime Général des Transports Routiers,Bus,257,10
141301004,1|17998|3|82|26082025,2025-08-26 22:18:00,2025-08-26 22:20:00,2.0,2025-08-26 22:16:41,Régime Général des Transports Routiers,Bus,3744,118
200417047,1|1387|1|82|7082025,2025-08-07 05:59:00,2025-08-07 05:59:00,0.0,2025-08-07 06:00:07,Ville de Luxembourg - Service Autobus,Bus,259,12
200418003,1|5686|21|82|4092025,2025-09-04 16:44:00,2025-09-04 16:44:00,0.0,2025-09-04 16:32:38,Ville de Luxembourg - Service Autobus,Bus,1947,27
200404013,1|2236|1|82|13082025,2025-08-13 23:07:00,2025-08-13 23:07:00,0.0,2025-08-13 23:01:56,Ville de Luxembourg - Service Autobus,Bus,275,5
200412018,1|5734|1|82|31072025,2025-07-31 13:45:00,2025-07-31 13:47:00,2.0,2025-07-31 13:30:10,Régime Général des Transports Routiers,Bus,1947,27
201003004,1|14049|0|82|1082025,2025-08-01 13:26:00,2025-08-01 13:28:00,2.0,2025-08-01 13:01:46,Ville de Luxembourg - Service Autobus,Bus,258,11
191104007,1|17243|2|82|19082025,2025-08-19 12:11:00,2025-08-19 12:11:00,0.0,2025-08-19 12:03:28,Régime Général des Transports Routiers,Bus,3229,811
110102005,1|5952|2|82|9082025,2025-08-09 15:01:00,2025-08-09 15:02:00,1.0,2025-08-09 15:03:40,Régime Général des Transports Routiers,Bus,2946,143
220402014,1|23299|0|82|30082025,2025-08-30 12:38:00,2025-08-30 12:38:00,0.0,2025-08-30 12:33:28,TICE,Bus,983,3
150805003,1|12330|0|82|12092025,2025-09-12 19:05:00,2025-09-12 19:05:00,0.0,2025-09-12 18:47:49,Régime Général des Transports Routiers,Bus,3248,934
160904009,1|7552|1|82|6082025,2025-08-06 20:43:00,2025-08-06 20:43:00,0.0,2025-08-06 20:16:17,Régime Général des Transports Routiers,Bus,3251,937
140701029,1|5092|1|82|3082025,2025-08-03 12:03:00,2025-08-03 12:05:00,2.0,2025-08-03 12:03:25,Régime Général des Transports Routiers,Bus,2411,170
220803010,1|3026|0|82|28072025,2025-07-28 07:09:00,2025-07-28 07:09:00,0.0,2025-07-28 06:18:47,Régime Général des Transports Routiers,Bus,2584,750
180106005,1|5669|0|82|9082025,2025-08-09 20:08:00,2025-08-09 20:08:00,0.0,2025-08-09 19:16:06,Régime Général des Transports Routiers,Bus,2760,311
120903008,1|4230|1|82|12082025,2025-08-12 19:37:00,2025-08-12 19:43:00,6.0,2025-08-12 19:32:00,Régime Général des Transports Routiers,Bus,2037,130
180402001,1|4219|2|82|28072025,2025-07-28 14:37:00,2025-07-28 14:37:00,0.0,2025-07-28 14:17:28,Régime Général des Transports Routiers,Bus,3354,E05
180511002,1|10852|0|82|7092025,2025-09-07 19:12:00,2025-09-07 19:12:00,0.0,2025-09-07 19:02:53,Régime Général des Transports Routiers,Bus,3197,244
200409007,1|13150|1|82|11092025,2025-09-11 13:10:00,2025-09-11 13:10:00,0.0,2025-09-11 13:00:35,Régime Général des Transports Routiers,Bus,3741,110
200407011,1|714|1|82|8082025,2025-08-08 18:27:00,2025-08-08 18:27:00,0.0,2025-08-08 18:02:48,Ville de Luxembourg - Service Autobus,Bus,260,13
200405020,1|5568|1|82|14082025,2025-08-14 21:35:00,2025-08-14 21:35:00,0.0,2025-08-14 21:30:01,Ville de Luxembourg - Service Autobus,Bus,259,12
220602005,1|20204|0|82|30082025,2025-08-30 22:35:00,2025-08-30 22:35:00,0.0,2025-08-30 22:15:53,Régime Général des Transports Routiers,Bus,2775,508
221103001,1|8624|1|82|9092025,2025-09-09 10:22:00,2025-09-09 10:22:00,0.0,2025-09-09 09:48:32,Régime Général des Transports Routiers,Bus,2581,511
200901024,1|6290|2|82|14082025,2025-08-14 12:40:00,2025-08-14 12:40:00,0.0,2025-08-14 12:18:06,Ville de Luxembourg - Service Autobus,Bus,270,22
220902005,1|14248|4|82|28082025,2025-08-28 18:06:00,2025-08-28 18:17:00,11.0,2025-08-28 18:03:07,Régime Général des Transports Routiers,Bus,3223,711
200405005,1|3481|32|82|4082025,2025-08-04 17:09:00,2025-08-04 17:09:00,0.0,2025-08-04 17:00:03,Ville de Luxembourg - Service Autobus,Bus,1968,30
221302003,1|6703|0|82|11092025,2025-09-11 08:00:00,2025-09-11 08:00:00,0.0,2025-09-11 07:15:56,TICE,Bus,320,13
200418001,1|1469|1|82|5082025,2025-08-05 22:13:00,2025-08-05 22:13:00,0.0,2025-08-05 22:01:41,Ville de Luxembourg - Service Autobus,Bus,265,18
200405039,1|2111|14|82|5082025,2025-08-05 13:53:00,2025-08-05 13:53:00,0.0,2025-08-05 13:30:10,Ville de Luxembourg - Service Autobus,Bus,273,3
200405013,1|9815|2|82|15082025,2025-08-15 21:52:00,2025-08-15 21:52:00,0.0,2025-08-15 21:30:03,Ville de Luxembourg - Service Autobus,Bus,265,18
200403018,1|613|0|82|10092025,2025-09-10 21:13:00,2025-09-10 21:14:00,1.0,2025-09-10 21:00:31,Ville de Luxembourg - Service Autobus,Bus,258,11
200102005,1|557|10|82|18082025,2025-08-18 16:27:00,2025-08-18 16:32:00,5.0,2025-08-18 16:15:19,Ville de Luxembourg - Service Autobus,Bus,257,10
220903008,1|7005|4|82|12082025,2025-08-12 13:31:00,2025-08-12 13:31:00,0.0,2025-08-12 13:15:15,Régime Général des Transports Routiers,Bus,3223,711
200419037,1|2174|16|82|2082025,2025-08-02 18:19:00,2025-08-02 18:19:00,0.0,2025-08-02 18:01:15,Ville de Luxembourg - Service Autobus,Bus,274,4
200409005,1|19547|0|82|2092025,2025-09-02 22:14:00,2025-09-02 22:14:00,0.0,2025-09-02 21:33:50,Régime Général des Transports Routiers,Bus,3637,850
200425010,1|21991|0|82|19082025,2025-08-19 19:47:00,2025-08-19 19:48:00,1.0,2025-08-19 19:31:12,Ville de Luxembourg - Service Autobus,Bus,3238,903
200423003,1|24382|0|82|30082025,2025-08-30 11:18:00,2025-08-30 11:18:00,0.0,2025-08-30 11:02:52,Ville de Luxembourg - Service Autobus,Bus,1946,26
200415009,1|1636|41|82|15092025,2025-09-15 13:01:00,2025-09-15 13:01:00,0.0,2025-09-15 13:00:12,Ville de Luxembourg - Service Autobus,Bus,270,22
200801001,1|415|0|82|12092025,2025-09-12 15:52:00,2025-09-12 15:52:00,0.0,2025-09-12 15:32:31,Ville de Luxembourg - Service Autobus,Bus,258,11
180502001,1|7778|1|82|7082025,2025-08-07 19:14:00,2025-08-07 19:14:00,0.0,2025-08-07 18:48:00,Régime Général des Transports Routiers,Bus,3529,261
200405013,1|1900|8|82|8082025,2025-08-08 11:45:00,2025-08-08 11:45:00,0.0,2025-08-08 11:30:03,Ville de Luxembourg - Service Autobus,Bus,265,18
220402054,1|31092|0|82|27082025,2025-08-27 10:16:00,2025-08-27 10:20:00,4.0,2025-08-27 10:19:15,TICE,Bus,984,4
200404032,1|5441|1|82|12092025,2025-09-12 18:19:00,2025-09-12 18:27:00,8.0,2025-09-12 18:30:05,Régime Général des Transports Routiers,Bus,1967,29
200405014,1|3542|19|82|29082025,2025-08-29 19:01:00,2025-08-29 19:01:00,0.0,2025-08-29 19:00:02,Ville de Luxembourg - Service Autobus,Bus,276,6
200409007,1|11|1|82|1092025,2025-09-01 18:25:00,2025-09-01 18:26:00,1.0,2025-09-01 18:00:37,Ville de Luxembourg - Service Autobus,Bus,1946,26
200415003,1|1906|0|82|8082025,2025-08-08 11:32:00,2025-08-08 11:35:00,3.0,2025-08-08 11:30:15,Ville de Luxembourg - Service Autobus,Bus,261,14
200403022,1|1726|0|82|20082025,2025-08-20 18:55:00,2025-08-20 18:55:00,0.0,2025-08-20 18:32:31,Ville de Luxembourg - Service Autobus,Bus,278,8
200405013,1|694|42|82|15092025,2025-09-15 17:06:00,2025-09-15 17:07:00,1.0,2025-09-15 17:00:03,Ville de Luxembourg - Service Autobus,Bus,261,14
200405039,1|4246|4|82|28082025,2025-08-28 13:41:00,2025-08-28 13:41:00,0.0,2025-08-28 13:30:09,Ville de Luxembourg - Service Autobus,Bus,267,2
200404023,1|7565|35|82|3092025,2025-09-03 15:20:00,2025-09-03 15:22:00,2.0,2025-09-03 15:02:58,Ville de Luxembourg - Service Autobus,Bus,279,9
200801011,1|153|1|82|26072025,2025-07-26 11:32:00,2025-07-26 11:32:00,0.0,2025-07-26 11:20:06,Ville de Luxembourg - Service Autobus,Bus,258,11
200404032,1|4243|0|82|5092025,2025-09-05 22:32:00,2025-09-05 22:32:00,0.0,2025-09-05 22:30:04,Ville de Luxembourg - Service Autobus,Bus,275,5
200410001,1|16064|0|82|13092025,2025-09-13 10:04:00,2025-09-13 10:04:00,0.0,2025-09-13 10:01:53,Ville de Luxembourg - Service Autobus,Bus,269,21
200417021,1|11839|7|82|19082025,2025-08-19 17:41:00,2025-08-19 17:41:00,0.0,2025-08-19 17:15:09,Ville de Luxembourg - Service Autobus,Bus,2601,32
110103003,1|6488|2|82|5082025,2025-08-05 23:52:00,2025-08-05 23:52:00,0.0,2025-08-05 23:16:55,Régime Général des Transports Routiers,Bus,3186,174
140401007,1|5533|5|82|30072025,2025-07-30 15:21:00,2025-07-30 15:21:00,0.0,2025-07-30 15:02:38,Régime Général des Transports Routiers,Bus,3742,113
140602004,1|6279|0|82|7082025,2025-08-07 16:31:00,2025-08-07 16:33:00,2.0,2025-08-07 16:19:40,Régime Général des Transports Routiers,Bus,3169,115
210503002,1|6094|2|82|12082025,2025-08-12 12:03:00,2025-08-12 12:03:00,0.0,2025-08-12 11:17:08,Régime Général des Transports Routiers,Bus,3038,432
200801003,1|14424|5|82|21082025,2025-08-21 17:42:00,2025-08-21 17:42:00,0.0,2025-08-21 17:30:53,Régime Général des Transports Routiers,Bus,257,10
200417040,1|15286|2|82|7092025,2025-09-07 13:40:00,2025-09-07 13:42:00,2.0,2025-09-07 13:33:22,Régime Général des Transports Routiers,Bus,3523,201
200420010,1|7928|2|82|16082025,2025-08-16 13:34:00,2025-08-16 13:35:00,1.0,2025-08-16 13:30:51,Ville de Luxembourg - Service Autobus,Bus,275,5
160102002,1|7551|2|82|2082025,2025-08-02 14:38:00,2025-08-02 14:38:00,0.0,2025-08-02 14:15:35,Régime Général des Transports Routiers,Bus,3251,937
200421006,1|5012|22|82|26082025,2025-08-26 13:32:00,2025-08-26 13:33:00,1.0,2025-08-26 13:32:07,Ville de Luxembourg - Service Autobus,Bus,269,21
220201018,1|20621|0|82|25082025,2025-08-25 16:13:00,2025-08-25 16:13:00,0.0,2025-08-25 15:19:43,TICE,Bus,321,14
200304016,1|6067|0|82|31072025,2025-07-31 16:00:00,2025-07-31 16:00:00,0.0,2025-07-31 16:00:43,Régime Général des Transports Routiers,Bus,1967,29
160207001,1|7418|1|82|4082025,2025-08-04 12:34:00,2025-08-04 12:34:00,0.0,2025-08-04 11:48:00,Régime Général des Transports Routiers,Bus,3245,931
200415005,1|10703|0|82|8092025,2025-09-08 16:44:00,2025-09-08 16:44:00,0.0,2025-09-08 16:31:17,Régime Général des Transports Routiers,Bus,3228,802
